"grape_variety","index","location","price","rated_by","ratings","timestamp","timestampString","uid","url","url_uid","wine_vintage","wine_vintage_link"
"Cabernet Sauvignon",34,"Napa Valley, California","154","WE","92",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","jdAJ9GsgRKJNlF5DzXaM","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Fisher Vineyards Coach Insignia Cabernet Sauvignon 2018","https://www.wine.com/product/fisher-vineyards-coach-insignia-cabernet-sauvignon-2018/1688298"
"Bordeaux Red Blends",34,"Maipo Valley, Chile","53","W&S","93",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","gMHjRFkhNSoBVKtnLBxA","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Haras de Pirque Albis 2016","https://www.wine.com/product/haras-de-pirque-albis-2016/527934"
"Cabernet Sauvignon",35,"Napa Valley, California","89","JS","92",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","Wd4jBtxmSdIanyBwtYv3","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Stag's Leap Wine Cellars Artemis Cabernet Sauvignon 2020","https://www.wine.com/product/stags-leap-wine-cellars-artemis-cabernet-sauvignon-2020/1195585"
"Petite Sirah",35,"Dry Creek Valley, Sonoma County, California","46","WS","92",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","GRubeCuswgTomGkLjFHx","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Ridge Lytton Estate Petite Sirah 2020","https://www.wine.com/product/ridge-lytton-estate-petite-sirah-2020/1424698"
"Pinot Noir",36,"Sta. Rita Hills, Santa Barbara, Central Coast, California","54","RP","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","xDmM3ucXaHoLfbdvr9gR","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"The Hilt Estate Pinot Noir 2021","https://www.wine.com/product/the-hilt-estate-pinot-noir-2021/1557799"
"Grenache",36,"McLaren Vale, South Australia, Australia","40","WE","93",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","3pejWnLuTNZgbNZPhZOs","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Chapel Hill Bush Vine Grenache 2021","https://www.wine.com/product/chapel-hill-bush-vine-grenache-2021/1787369"
"Pinot Noir",37,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","189","WE","93",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","o79Ic1g0F1DdOIoqZXTd","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Domaine Drouhin-Laroze Gevrey-Chambertin Au Closeau Premier Cru 2018","https://www.wine.com/product/domaine-drouhin-laroze-gevrey-chambertin-au-closeau-premier-cru-2018/1252161"
"Tempranillo",37,"Rioja, Spain","28","JS","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","JV3xVgA8xlyhjbxZOePw","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Vina Real Bakeder 2020","https://www.wine.com/product/vina-real-bakeder-2020/1219725"
"Petite Sirah",38,"Napa Valley, California","50","D","93",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","B4t4OY4FSvpfHAgJAEfE","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Stags' Leap Winery Petite Sirah 2019","https://www.wine.com/product/stags-leap-winery-petite-sirah-2019/980683"
"Malbec",38,"San Juan, Argentina","45","V","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","5MsL4VicfK4yma5yXcXY","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Pyros Wines Block No 4 Single Vineyard Malbec 2018","https://www.wine.com/product/pyros-wines-block-no-4-single-vineyard-malbec-2018/1830888"
"Pinot Noir",39,"Russian River, Sonoma County, California","48","WW","92",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","NQjhTmdDdqmPlZZRqkaB","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"J Vineyards Russian River Pinot Noir 2021","https://www.wine.com/product/j-vineyards-russian-river-pinot-noir-2021/1247922"
"Pinot Noir",39,"Sonoma Coast, Sonoma County, California","32","WE","92",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","JY9eyi6G7IZUt5K0wckD","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Schug Sonoma Coast Pinot Noir 2022","https://www.wine.com/product/schug-sonoma-coast-pinot-noir-2022/1382805"
"Cabernet Franc",40,"Bourgueil, Touraine, Loire, France","37","JD","91",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","SqJNBfkSwI3SdMdW6mjQ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Domaine de la Butte Bourgueil Haut de la Butte 2021","https://www.wine.com/product/domaine-de-la-butte-bourgueil-haut-de-la-butte-2021/1760269"
"Nebbiolo",40,"Barbaresco, Piedmont, Italy","67","JD","93",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","4dI1e7dWWsJv6OcO1GjJ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Marchesi di Gresy Barbaresco Martinenga 2019","https://www.wine.com/product/marchesi-di-gresy-barbaresco-martinenga-2019/1423008"
"Pinot Noir",41,"Central Otago, New Zealand","45","JS","92",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","yPL5JrNKqTkG6uvLKaqO","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Felton Road Bannockburn Pinot Noir 2021","https://www.wine.com/product/felton-road-bannockburn-pinot-noir-2021/1175163"
"Pinot Noir",41,"Dundee Hills, Willamette Valley, Oregon","72","WE","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","8s4GRE5azBiNsFcj0shl","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Resonance Decouverte Vineyard Pinot Noir 2018","https://www.wine.com/product/resonance-decouverte-vineyard-pinot-noir-2018/877335"
"Other Red Blends",42,"Dry Creek Valley, Sonoma County, California","24","RP","92",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","bFgsZGNlK9i4YdDwbyBN","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Pedroncelli Sonoma Classico Red Blend 2021","https://www.wine.com/product/pedroncelli-sonoma-classico-red-blend-2021/1443927"
"Other Red Blends",42,"Sonoma County, California","27","JS","92",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","XeHGIGq7e4ZkiK24TmAd","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Alma de Cattleya Red Blend 2019","https://www.wine.com/product/alma-de-cattleya-red-blend-2019/724132"
"Pinot Noir",43,"Sta. Rita Hills, Santa Barbara, Central Coast, California","48","WS","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","mjBSAMytCE67LhlhAtIv","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Melville Sta. Rita Hills Estate Pinot Noir 2022","https://www.wine.com/product/melville-sta-rita-hills-estate-pinot-noir-2022/1773020"
"Pinot Noir",43,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France","209","D","92",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","JINVDwzzaZQUeHXgkjmz","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Domaine Robert Chevillon Nuits-Saint-Georges Les Roncieres Premier Cru 2021","https://www.wine.com/product/domaine-robert-chevillon-nuits-saint-georges-les-roncieres-premier-cru-2021/1743493"
"Pinot Noir",44,"Carneros, California","99","JS","92",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","eEAO0tZyQ2mLA6tSi0yS","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Hyde Estate Winery Larry Hyde Pinot Noir (Premiere Napa Auction) 2018","https://www.wine.com/product/hyde-estate-winery-larry-hyde-pinot-noir-premiere-napa-auction-2018/566945"
"Merlot",44,"Lazio, Italy","79","RP","93",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","PM5vqqyVFSvwu41qL6p6","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Cotarella Montiano 2018","https://www.wine.com/product/cotarella-montiano-2018/1688091"
"Pinot Noir",45,"Sonoma Coast, Sonoma County, California","79","JS","92",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","vmt9lM3mRMuz5s84pIDf","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Domaine Della Terra de Promissio Pinot Noir 2018","https://www.wine.com/product/domaine-della-terra-de-promissio-pinot-noir-2018/611352"
"Rhone Red Blends",45,"Chateauneuf-du-Pape, Rhone, France","48","JD","91",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","M2SKFyhp2tBo4IypYE4r","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Domaine Font du Vent Cuvee Tradition Chateauneuf-du-Pape Rouge 2020","https://www.wine.com/product/domaine-font-du-vent-cuvee-tradition-chateauneuf-du-pape-rouge-2020/1023716"
"Pinot Noir",46,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France","159","WS","91",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","ykzjfHysfJcvmpP1gdSN","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Domaine du Couvent Chambolle-Musigny Les Feusselottes Premier Cru 2021","https://www.wine.com/product/domaine-du-couvent-chambolle-musigny-les-feusselottes-premier-cru-2021/1598351"
"Other Red Blends",46,"Central Coast, California","25","JS","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","CTuhMuWns7AgJoVikPOk","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"My Favorite Neighbor Harvey and Harriet Red Blend 2021","https://www.wine.com/product/my-favorite-neighbor-harvey-and-harriet-red-blend-2021/1547182"
"Sangiovese",47,"Montalcino, Tuscany, Italy","80","WW","93",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","lp0qPzaHGzcU3rEyEhdJ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Banfi Brunello di Montalcino 2018","https://www.wine.com/product/banfi-brunello-di-montalcino-2018/1285843"
"Other Red Blends",47,"Sicily, Italy","24","RP","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","0BUtg8RWiyb4Q5SpzURR","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Firriato Le Sabbie dell'Etna Etna Rosso 2019","https://www.wine.com/product/firriato-le-sabbie-delletna-etna-rosso-2019/999055"
"Zinfandel",48,"Coombsville, Napa Valley, California","67","JS","93",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","gIjBNDeLTouSdRas2OJr","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Robert Biale Vineyards R.W. Moore Vineyard Zinfandel 2021","https://www.wine.com/product/robert-biale-vineyards-rw-moore-vineyard-zinfandel-2021/1269745"
"Pinot Noir",48,"Volnay, Cote de Beaune, Cote d'Or, Burgundy, France","199","WS","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","CvDYiDDYnI5tNHSCids8","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Domaine de Montille Volnay En Champans Premier Cru 2020","https://www.wine.com/product/domaine-de-montille-volnay-en-champans-premier-cru-2020/1240970"
"Other Red Blends",49,"Montsant, Spain","25","WE","92",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","KAQqgQyoqCtqZYQJV9gt","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Venus La Universal Dido Red Blend 2020","https://www.wine.com/product/venus-la-universal-dido-red-blend-2020/1272321"
"Nerello Mascalese",49,"Sicily, Italy","48","JS","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","CWkUAm3J6jpKH558uS66","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"Giovanni Rosso Etna Rosso 2017","https://www.wine.com/product/giovanni-rosso-etna-rosso-2017/1263368"
"Pinot Noir",50,"Santenay, Cote de Beaune, Cote d'Or, Burgundy, France","149","WS","90",1710528946700,"Fri, 15 Mar 2024 18:55:46 GMT","bswOxThLZoSIBnkZZ2XT","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/105?sortBy=topRated&ratingmin=89",105,"Jean-Marc Vincent Santenay Le Beaurepaire Premier Cru 2021","https://www.wine.com/product/jean-marc-vincent-santenay-le-beaurepaire-premier-cru-2021/1394345"
"Bordeaux Red Blends",50,"Columbia Valley, Washington","50","JH","93",1710528946792,"Fri, 15 Mar 2024 18:55:46 GMT","GDxXdm1KTS2TmEi0y87W","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/107?sortBy=topRated&ratingmin=89",107,"DeLille D2 Estate Red 2020","https://www.wine.com/product/delille-d2-estate-red-2020/1199445"
"Nebbiolo",93,"Barolo, Piedmont, Italy","70","RP","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","5qatf548PZQLD8jKtqAz","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Bovio Barolo Gattera 2018","https://www.wine.com/product/bovio-barolo-gattera-2018/1167758"
"Nebbiolo",94,"Barolo, Piedmont, Italy","52","JS","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","GABL4ZsWTQMfx08UvLFX","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Luigi Pira Barolo Serralunga 2018","https://www.wine.com/product/luigi-pira-barolo-serralunga-2018/1030807"
"Nebbiolo",95,"Barbaresco, Piedmont, Italy","43","D","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","2AN6Pnd7ECFooUit0dHw","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Fontanabianca Barbaresco 2020","https://www.wine.com/product/fontanabianca-barbaresco-2020/1406782"
"Nebbiolo",96,"Barolo, Piedmont, Italy","109","WS","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","verhg7IFdnHpR8qRzDeB","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Prunotto Bussia Barolo 2018","https://www.wine.com/product/prunotto-bussia-barolo-2018/1214912"
"Rhone Red Blends",97,"Chateauneuf-du-Pape, Rhone, France","52","RP","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","xOAzA3Mhd7COtSSOM7HG","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Andre Brunel Chateauneuf-du-Pape Cuvee Reservee 2021","https://www.wine.com/product/andre-brunel-chateauneuf-du-pape-cuvee-reservee-2021/1743826"
"Syrah/Shiraz",98,"Saint-Joseph, Rhone, France","56","JS","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","3VdDBmNH4QprbIxv9VyA","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Domaine Bernard Gripa Saint-Joseph Rouge 2019","https://www.wine.com/product/domaine-bernard-gripa-saint-joseph-rouge-2019/965011"
"Zinfandel",99,"Russian River, Sonoma County, California","44","V","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","W08vAC68ckcvFuPvx9HS","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Limerick Lane Russian River Zinfandel 2021","https://www.wine.com/product/limerick-lane-russian-river-zinfandel-2021/1306377"
"Sangiovese",100,"Montalcino, Tuscany, Italy","89","JS","92",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","UuS1ybFDNQqJzJOqhvYe","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Il Palazzone Brunello di Montalcino 2018","https://www.wine.com/product/il-palazzone-brunello-di-montalcino-2018/1692260"
"Bordeaux Red Blends",101,"Napa Valley, California","65","WS","91",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","dObFMLH5yk3uWNQBNYKX","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Beaulieu Vineyard Reserve Tapestry 2019","https://www.wine.com/product/beaulieu-vineyard-reserve-tapestry-2019/1250860"
"Cabernet Sauvignon",102,"Margaret River, Western Australia, Australia","17","WE","90",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","pkAC0sr8o4MgMlR6YpE3","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Howard Park Miamup Cabernet Sauvignon 2021","https://www.wine.com/product/howard-park-miamup-cabernet-sauvignon-2021/1452929"
"Cabernet Sauvignon",103,"Napa Valley, California","60","JS","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","3t8Nt1lBOUbCJo4ON1rq","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Honig Cabernet Sauvignon 2021","https://www.wine.com/product/honig-cabernet-sauvignon-2021/1597098"
"Cabernet Sauvignon",104,"Sonoma County, California","45","JD","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","8qBue4CW7o3uAtPojPK7","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Crossbarn Sonoma County Cabernet Sauvignon 2019","https://www.wine.com/product/crossbarn-sonoma-county-cabernet-sauvignon-2019/913990"
"Cabernet Sauvignon",105,"Knights Valley, Sonoma County, California","65","RP","92",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","358OatfWkuhZutNoPcRO","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Knights Bridge KB Estate Cabernet Sauvignon 2018","https://www.wine.com/product/knights-bridge-kb-estate-cabernet-sauvignon-2018/1050106"
"Sangiovese",106,"Tuscany, Italy","26","JD","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","7UcB6yb9F1d54vHpnRbE","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Baracchi Smeriglio Sangiovese 2019","https://www.wine.com/product/baracchi-smeriglio-sangiovese-2019/1158181"
"Pinot Noir",107,"Cote de Beaune, Cote d'Or, Burgundy, France","149","WS","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","FE8h039LlcOI80a0sebe","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Domaine de Bellene Beaune Les Greves Premier Cru 2019","https://www.wine.com/product/domaine-de-bellene-beaune-les-greves-premier-cru-2019/878190"
"Pinot Noir",108,"Carneros, California","45","V","91",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","4nhl7JH1l284HZld7ftd","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Artesa Estate Pinot Noir 2017","https://www.wine.com/product/artesa-estate-pinot-noir-2017/681457"
"Pinot Noir",109,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","79","JS","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","KaxR5Ddl73eCRLagZm9P","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Chanson Pere & Fils Savigny-Dominode Premier Cru 2020","https://www.wine.com/product/chanson-pere-and-fils-savigny-dominode-premier-cru-2020/922799"
"Pinot Noir",110,"Sonoma Coast, Sonoma County, California","79","RP","91",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","wD4wgFiaBFKFdGSMC0ZE","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Domaine Della Sonoma Coast Pinot Noir 2018","https://www.wine.com/product/domaine-della-sonoma-coast-pinot-noir-2018/611347"
"Pais",111,"Maule Valley, Chile","22","JS","93",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","s9NtcydFYLhvIJG6bGEB","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"Garage Wine Co. Pais 215 BC Ferment 2021","https://www.wine.com/product/garage-wine-co-pais-215-bc-ferment-2021/1861580"
"Zinfandel",112,"Paso Robles, Central Coast, California","67","WE","92",1710528947017,"Fri, 15 Mar 2024 18:55:47 GMT","bYOKEdvPjkKzyPCrqJcf","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/128?sortBy=topRated&ratingmin=89",128,"J Dusi Wines Paper Street Zinfandel 2017","https://www.wine.com/product/j-dusi-wines-paper-street-zinfandel-2017/788797"
